Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,
"CF Industries Holdings, Inc.",Vendor Managed Inventory,400,8,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,80,10,12,Medium,85,85,"$100,544,913 ",
EuroChem Group,Vendor Managed Inventory,300,5,8,94,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$107,868,844 ",
K+S AG,Vendor Managed Inventory,300,5.8,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$95,540,568 ",
ICL Group Ltd.,Lean Manufacturing,100,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,"$5,562,068 ",
OCI N.V.,Lean Manufacturing,300,4,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,81,11,8,High,91,85,"$21,921,118 ",
Uralkali,Lean Manufacturing,300,6,7,98,91,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$7,136,030 ",
Sinofert Holdings Limited,Lean Manufacturing,"10,000",4.5,2,98,90,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,85,12,5,High,90,85,"$45,816,039 ",
Haifa Group,Agile SCM,"20,000",6.5,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$59,946,864 ",
SQM (Sociedad Química y Minera),Lean Manufacturing,500,6,15,91,88,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$28,997,890 ",
OCP Group,Agile SCM,200,4.2,3,97,87,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,"$85,652,972 ",
Agrium Inc.,Lean Manufacturing,100,4.5,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,80,11,10,High,88,85,"$4,521,374 ",
PotashCorp,Cross-Docking,150,10,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,"$1,989,174 ",
Terra Nitrogen Company,Agile SCM,250,6.2,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$106,179,286 ",
"Koch Fertilizer, LLC",Lean Manufacturing,400,4.2,12,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$101,573,978 ",
SABIC (Saudi Basic Industries Corporation),Agile SCM,200,5,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85,"$67,758,015 ",
Indian Farmers Fertilizer Cooperative Limited (IFFCO),Sustainable SCM,"20,000",6,22,89,89,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,81,9,15,Medium,85,80,"$14,716,696 ",
Coromandel International,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,82,11,10,Medium,85,85,"$43,799,967 ",
Gujarat State Fertilizers & Chemicals (GSFC),Lean Manufacturing,200,5.2,18,88,90,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,81,10,12,Medium,85,80,"$31,665,405 ",
Rashtriya Chemicals & Fertilizers (RCF),Agile SCM,300,4.2,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$77,751,355 ",
Zuari Agro Chemicals Ltd.,Demand-Driven SCM,100,4.2,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$73,190,815 ",
Deepak Fertilisers and Petrochemicals Corporation Ltd.,Agile SCM,250,5.8,14,90,88,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$80,155,333 ",
Chambal Fertilisers and Chemicals Ltd.,Lean Manufacturing,"20,000",4,8,94,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$46,159,304 ",
Tata Chemicals Limited,Agile SCM,150,10,15,91,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$57,849,485 ",
Paradeep Phosphates Limited,Lean Manufacturing,"1,300,000",4,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,80,12,5,High,90,85,"$94,962,819 ",
Indorama Fertilizers,Agile SCM,200,6,15,95,90,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,80,8,12,Medium,88,85,"$23,295,180 ",
GrainCorp Limited,Lean Manufacturing,200,5.2,12,89,91,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$96,949,040 ",
"Mosaic Fertilizer, LLC",Vendor Managed Inventory,500,6,8,94,87,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$69,800,141 ",
"Brandt Consolidated, Inc.",Efficient Consumer Response,150,50,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80,"$67,775,191 ",
"Helena Agri-Enterprises, LLC",Sustainable SCM,250,6.2,9,93,85,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,81,10,7,High,90,85,"$11,310,553 ",
Wilbur-Ellis Company,Lean Manufacturing,300,4.2,5,93,92,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$104,860,868 ",
"Loveland Products, Inc.",Agile SCM,"100,000",10,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,85,10,8,High,90,85,"$12,722,095 ",
"Growmark, Inc.",Lean Manufacturing,200,5.2,10,92,89,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,85,12,8,High,89,85,"$97,576,440 ",
J.R. Simplot Company,Agile SCM,"10,000",3.5,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$86,544,586 ",
Compass Minerals,Demand-Driven SCM,"1,000,000",8.2,20,89,85,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,"$59,248,435 ",
"CF Industries Nitrogen, LLC",Lean Manufacturing,200,5.2,7,98,88,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,80,12,3,High,95,90,"$64,447,436 ",
Koch Agronomic Services,Agile SCM,300,7,18,87,89,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,"$39,443,227 ",
Koch Industries,Vendor Managed Inventory,150,5.5,9,93,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$95,672,412 ",
Koch Ag & Energy Solutions,Vendor Managed Inventory,100,6,15,91,90,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$71,244,179 ",
Verdesian Life Sciences,Agile SCM,100,6,12,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$36,898,447 ",
Kugler Company,Agile SCM,300,10,10,90,87,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,81,11,8,High,87,85,"$109,174,314 ",
AgroLiquid,Sustainable SCM,400,8.3,12,88,89,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$449,396 ",
Agro-Culture Liquid Fertilizers,Vendor Managed Inventory,400,6,12,89,90,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$43,156,516 ",
Agro-K Corporation,Just-In-Time,300,5,12,90,88,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,85,9,8,High,88,85,"$71,766,558 ",
American Plant Food Corporation,Vendor Managed Inventory,150,7.5,14,90,89,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$70,373,773 ",
Helena Chemical Company,Lean Manufacturing,500,6,10,92,92,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$39,902,997 ",
Agrium Advanced Technologies,Lean Manufacturing,300,6,10,94,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,"$3,369,721 ",
Planet Turf,Lean Manufacturing,200,4,14,88,89,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,80,10,10,Medium,85,80,"$73,204,794 ",
Supreme Growers,Vendor Managed Inventory,"20,000",4.2,8,94,92,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,"$19,576,704 ",
Southern States Cooperative,Agile SCM,500,4.5,11,91,89,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$79,348,897 ",
Royster-Clark,Vendor Managed Inventory,100,5,10,90,85,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,82,11,8,High,88,85,"$4,183,840 ",
TIMAC Agro USA,Agile SCM,200,4.5,11,90,88,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,81,10,8,High,88,85,"$96,435,124 ",
"Andersons, Inc.",Agile SCM,"20,000",4,10,93,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$81,251,089 ",
Harrell’s LLC,Lean Manufacturing,400,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$71,021,807 ",
WinField United,Lean Manufacturing,"1,500",5.8,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$89,132,961 ",
AgXplore,Agile SCM,200,5.5,2,98,88,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$35,156,029 ",
"Yargus Manufacturing, Inc.",Lean Manufacturing,500,4,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$33,779,714 ",
"Plant Food Company, Inc.",Vendor Managed Inventory,300,7.7,18,87,90,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,80,9,15,Medium,85,80,"$73,851,336 ",
Krebbs Fertilizer,Lean Manufacturing,500,5,12,89,85,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,80,10,10,Medium,85,80,"$52,562,568 ",
Richland Fertilizer Co.,Demand-Driven SCM,250,5.8,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$57,631,344 ",
Martin Resources,Lean Manufacturing,300,4,11,91,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$17,882,751 ",
Growmark FS,Sustainable SCM,250,4,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,82,11,8,High,91,85,"$2,484,414 ",
CPS (Crop Production Services),Lean Manufacturing,"10,000",6,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,81,11,8,High,88,85,"$99,204,498 ",
Horizon Ag-Products,Vendor Managed Inventory,100,4.5,10,92,87,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,82,11,8,High,88,85,"$42,090,759 ",
Midwestern BioAg,Lean Manufacturing,"75,000",6.5,10,92,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85,"$91,299,104 ",
Green Valley Chemical Corp.,Vendor Managed Inventory,"70,000",6,20,88,89,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,80,"$90,876,183 ",
"Innvictis Crop Care, LLC",Agile SCM,100,4.2,18,90,88,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$48,673,238 ",
XiteBio Technologies Inc.,Lean Manufacturing,200,4.5,7,98,85,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$10,970,724 ",
Anuvia Plant Nutrients,Agile SCM,500,10,10,93,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$68,181,512 ",
"BioWorks, Inc.",Sustainable SCM,300,6.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$62,190,752 ",
BioSafe Systems,Lean Manufacturing,300,4.2,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,80,9,15,Medium,85,80,"$77,031,057 ",
Terramera,Agile SCM,500,5,10,94,93,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,80,12,7,High,90,85,"$27,812,616 ",
Interagro (UK) Ltd.,Lean Manufacturing,400,6,15,91,85,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$35,940,921 ",
Agri-Products,Vendor Managed Inventory,150,5,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$94,783,768 ",
"Miller Chemical & Fertilizer, LLC",Agile SCM,100,5.2,20,88,88,"ERP, AI, Robotics",,Medium,5,96,85,Medium,Advanced,Medium,$800B,82,10,12,Medium,85,80,"$55,454,432 ",
Agricen Sciences,Sustainable SCM,200,4.2,12,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$94,206,449 ",
AdvanSix,Vendor Managed Inventory,150,4.2,12,89,94,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$76,241,447 ",
Koch Chemical Technology Group,Just-In-Time,"20,000",5.8,11,91,91,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$105,967,806 ",
Cameron Chemicals,Lean Manufacturing,100,4,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$29,093,908 ",
"AgriTec International, Inc.",Agile SCM,"1,300,000",10,18,88,93,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,85,10,12,Medium,85,80,"$99,052,377 ",
Biolchim S.p.A.,Demand-Driven SCM,200,4,12,91,88,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$61,306,901 ",
Tradecorp,Agile SCM,300,6,11,90,93,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$77,275,699 ",
Fertilizer Company of India,Agile SCM,100,5.2,14,90,92,"ERP, JIT, Robotics",,High,5,98,85,High,Advanced,Medium,$700B,80,10,10,Medium,85,80,"$34,958,763 ",
Mahadhan,Agile SCM,400,6,7,99,89,"AI, ERP, Blockchain",,High,2,98,92,High,Advanced,Low,$1200B,85,15,3,High,95,90,"$68,394,025 ",
Krishna Industrial Corporation,Cross-Docking,150,50,10,93,91,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$52,441,467 ",
Bhartiya Agro Chemicals,Agile SCM,150,6.2,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,82,11,10,High,88,85,"$83,122,311 ",
Nagarjuna Fertilizers & Chemicals Limited,Lean Manufacturing,100,4.2,7,98,90,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,81,12,3,High,95,90,"$49,437,770 ",
Southern Petrochemical Industries Corporation Ltd. (SPIC),Just-In-Time,300,10,11,90,92,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,85,9,10,High,87,80,"$77,633,092 ",
Paradeep Phosphates Limited,Agile SCM,150,5.2,9,92,94,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$800B,85,12,8,High,88,85,"$12,431,396 ",
Mangalore Chemicals & Fertilizers Limited,Demand-Driven SCM,500,3.5,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$88,132,319 ",
Factamfos,Vendor Managed Inventory,400,8.2,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$69,872,507 ",
Madras Fertilizers Limited,Vendor Managed Inventory,300,5.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,85,12,7,High,90,85,"$27,780,900 ",
Zuari Global Limited,Vendor Managed Inventory,300,7,10,92,91,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,80,12,8,High,89,85,"$37,876,685 ",
Shriram Fertilizers and Chemicals,Lean Manufacturing,100,5.5,10,92,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,80,11,8,High,91,85,"$15,814,829 ",
Liberty Phosphates Limited,Lean Manufacturing,300,6,9,93,91,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$41,542,437 ",
Rajasthan State Mines and Minerals Limited,Lean Manufacturing,300,6,7,98,90,"AI, ERP, Blockchain",,High,1,98,92,High,Advanced,High,$1500B,85,12,3,High,95,90,"$69,062,974 ",
Meghmani Organics Limited,Lean Manufacturing,"10,000",10,2,98,89,"AI, ERP, Blockchain",,High,1,98,90,High,Advanced,High,$500B,82,12,5,High,90,85,"$53,059,072 ",
Indofil Industries Limited,Agile SCM,"20,000",8.3,10,92,88,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,81,10,8,High,90,85,"$18,130,255 ",
Vardhaman Fertilizers and Seeds Pvt. Ltd.,Lean Manufacturing,500,6,15,91,87,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,85,10,10,Medium,85,80,"$84,711,897 ",
Excel Crop Care Limited,Lean Manufacturing,200,5,3,97,88,"AI, Robotics, Blockchain",,High,1,98,90,High,Advanced,High,"$1,200B",85,18,5,High,90,88,"$16,618,154 ",
Bayer CropScience,Agile SCM,100,7.5,12,91,85,"ERP, AI, Blockchain",,High,3,97,85,High,Advanced,Medium,$800B,85,11,10,High,88,85,"$102,118,205 ",
DuPont Pioneer,Sustainable SCM,150,6,10,94,85,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$27,009,225 ",
Monsanto Company,Agile SCM,250,6,11,91,92,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,85,11,10,High,88,85,"$71,086,131 ",
Syngenta AG,Lean Manufacturing,400,4,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$95,939,749 ",
Dow AgroSciences,Agile SCM,200,4.2,10,90,89,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,"$31,632,484 ",
BASF Agricultural Solutions,Demand-Driven SCM,"20,000",4.5,22,89,90,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,15,Medium,85,80,"$3,741,197 ",
Bayer AG,Agile SCM,500,5,18,90,90,"ERP, AI, Robotics",,High,5,97,85,High,Advanced,Medium,$900B,85,11,10,Medium,85,85,"$13,187,278 ",
Novozymes,Lean Manufacturing,200,4.5,18,88,88,"ERP, JIT, Robotics",,High,5,95,85,High,Advanced,Medium,$700B,82,10,12,Medium,85,80,"$91,544,507 ",
Sumitomo Chemical,Agile SCM,300,4,18,87,91,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,81,9,15,Medium,85,80,"$77,809,460 ",
Arysta LifeScience,Lean Manufacturing,100,5,10,93,88,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,82,10,8,High,90,85,"$8,454,562 ",
FMC Corporation,Agile SCM,250,5.8,14,90,91,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,81,9,12,Medium,85,85,"$40,480,310 ",
ADAMA Agricultural Solutions,Lean Manufacturing,"20,000",5.5,8,94,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$76,835,155 ",
"Nippon Soda Co., Ltd.",Vendor Managed Inventory,150,4,15,91,90,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$800B,85,10,12,Medium,85,85,"$63,203,559 ",
Nufarm Limited,Efficient Consumer Response,"1,300,000",7.7,4,95,90,"AI, ERP, Blockchain",,High,1,98,88,High,Advanced,High,$300B,85,12,5,High,90,85,"$59,145,780 ",
ChemChina,Sustainable SCM,200,9,15,95,91,"ERP, AI, Blockchain",,High,10,95,80,High,Advanced,Medium,$1000B,85,8,12,Medium,88,85,"$55,223,955 ",
Cheminova A/S,Lean Manufacturing,200,2,12,89,87,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,85,10,10,Medium,85,80,"$65,438,363 ",
Valent BioSciences,Agile SCM,500,1,8,94,93,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$600B,80,12,7,High,90,85,"$92,800,519 ",
United Phosphorus Ltd. (UPL),Lean Manufacturing,150,7,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,80,9,10,High,87,80,"$56,987,272 ",
Isagro S.p.A.,Agile SCM,250,8,9,93,92,"ERP, AI, Blockchain",,High,2,97,88,High,Advanced,Medium,$700B,85,10,7,High,90,85,"$93,437,617 ",
"Mitsui Chemicals Agro, Inc.",Demand-Driven SCM,300,5,5,93,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$500B,85,11,5,High,90,85,"$32,843,746 ",
Certis USA,Lean Manufacturing,"100,000",5.8,10,92,89,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$800B,82,10,8,High,90,85,"$5,409,862 ",
American Vanguard Corporation,Agile SCM,200,4,10,92,85,"ERP, AI, Blockchain",,High,4,98,85,High,Advanced,Medium,$500B,81,12,8,High,89,85,"$108,352,981 ",
Rotam CropSciences,Vendor Managed Inventory,"10,000",4,8,94,85,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,Medium,$700B,85,12,7,High,90,85,"$35,409,404 ",
"Albaugh, LLC",Vendor Managed Inventory,"1,000,000",6,20,89,88,"ERP, AI, Blockchain",,Medium,5,96,85,Medium,Advanced,Medium,$900B,85,9,12,Medium,85,80,"$32,043,446 ",
Lallemand Plant Care,Agile SCM,200,4.5,7,98,89,"ERP, AI, Blockchain",,High,1,98,90,High,Advanced,High,$1200B,85,12,3,High,95,90,"$91,444,239 ",
Arysta LifeScience,Agile SCM,300,6.5,18,87,88,"ERP, AI, Robotics",,Medium,6,95,85,Medium,Advanced,Medium,$500B,85,9,15,Medium,85,80,"$58,842,659 ",
"BioWorks, Inc.",Sustainable SCM,150,6,9,93,90,"ERP, AI, Blockchain",,High,2,98,90,High,Advanced,High,$900B,85,11,8,High,91,85,"$10,617,245 ",
Marrone Bio Innovations,Vendor Managed Inventory,100,4.2,15,91,91,"ERP, AI, Blockchain",,Medium,5,95,85,Medium,Advanced,Medium,$300B,80,10,10,Medium,85,80,"$6,319,708 ",
Koppert Biological Systems,Just-In-Time,100,4.5,12,91,87,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,80,11,10,High,88,85,"$108,011,637 ",
Symborg,Vendor Managed Inventory,300,10,10,90,89,"ERP, AI, Blockchain",,High,5,96,85,High,Advanced,Medium,$350B,85,11,8,High,87,85,"$56,564,402 ",
Verdesian Life Sciences,Lean Manufacturing,400,6.2,12,88,90,"AI, ERP, Blockchain",,Medium,4,97,80,Medium,Advanced,Medium,$400B,85,8,15,Medium,80,78,"$35,563,454 ",
Agrinos AS,Lean Manufacturing,400,4.2,12,89,88,"ERP, AI, Robotics",,High,4,97,85,High,Advanced,Medium,$400B,82,10,10,Medium,85,80,"$85,447,810 ",
Mycorrhizal Applications,Lean Manufacturing,300,5,12,90,89,"ERP, AI, Blockchain",,High,4,97,85,High,Advanced,Medium,$700B,81,9,8,High,88,85,"$74,092,761 ",
Premier Tech,Vendor Managed Inventory,150,6,14,90,92,"ERP, AI, Blockchain",,Medium,4,97,85,Medium,Advanced,Medium,$800B,85,9,12,Medium,85,85,"$39,769,057 ",
Inocucor Technologies Inc.,Agile SCM,500,5,10,92,88,"ERP, AI, Blockchain",,High,2,97,85,High,Advanced,Medium,$800B,85,11,8,High,88,85,"$3,366,613 ",
Rizobacter Argentina S.A.,Vendor Managed Inventory,1200,5.2,10,94,89,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,High,$500B,85,12,7,High,90,85,"$95,837,426 ",
Acadian Seaplants Limited,Agile SCM,359,4.2,14,88,92,"ERP, AI, Robotics",,High,5,97,85,Medium,Advanced,Medium,$500B,85,10,10,Medium,85,80,"$19,350,836 ",
Lallemand Plant Care,Agile SCM,459,4.2,8,94,89,"ERP, AI, Blockchain",,High,2,98,85,High,Advanced,Medium,$800B,85,10,5,High,90,85,"$97,636,745 ",
Italpollina,Lean Manufacturing,876,5.8,11,91,85,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$600B,80,11,10,High,88,85,"$70,995,267 ",
Symborg,Lean Manufacturing,655,4,10,90,88,"ERP, AI, Blockchain",,High,3,98,88,High,Advanced,Low,$700B,80,11,8,High,88,85,"$109,367,731 ",
Agricen,Agile SCM,4444,10,11,90,85,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$600B,85,10,8,High,88,85,"$20,153,174 ",
Stoller USA Inc.,Lean Manufacturing,433,4,10,93,90,"ERP, AI, Blockchain",,High,2,98,88,High,Advanced,Medium,$800B,85,10,8,High,90,85,"$12,243,027 ",
Timac Agro USA,Vendor Managed Inventory,12000,6,11,90,90,"ERP, AI, Blockchain",,High,4,97,88,High,Advanced,Medium,$400B,82,9,10,High,87,80,"$62,784,217 ",
Andermatt Biocontrol,Lean Manufacturing,300,5.2,12,91,88,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,81,11,10,High,88,85,"$85,072,968 ",
Stockton Group,Demand-Driven SCM,200,6,2,98,90,"AI, Robotics, Blockchain",,High,1,99,88,High,Advanced,High,"$1,500B",85,20,5,High,90,85,"$74,062,622 ",
Sostram Corporation,Lean Manufacturing,"20,000",50,12,91,90,"ERP, AI, Blockchain",,High,3,99,88,High,Advanced,Low,$700B,85,11,10,High,88,85,"$29,549,536 ",
